ID	Y	Mean	stdev	rep_1	rep_2	rep_3	rep_4	rep_5	rep_6	rep_7	rep_8	rep_9	rep_10	rep_11	rep_12	rep_13	rep_14	rep_15	rep_16	rep_17	rep_18	rep_19	rep_20	rep_21	rep_22	rep_23	rep_24	rep_25	rep_26	rep_27	rep_28	rep_29	rep_30	rep_31	rep_32	rep_33	rep_34	rep_35	rep_36	rep_37	rep_38	rep_39	rep_40	rep_41	rep_42	rep_43	rep_44	rep_45	rep_46	rep_47	rep_48	rep_49	rep_50	rep_51	rep_52	rep_53	rep_54	rep_55	rep_56	rep_57	rep_58	rep_59	rep_60	rep_61	rep_62	rep_63	rep_64	rep_65	rep_66	rep_67	rep_68	rep_69	rep_70	rep_71	rep_72	rep_73	rep_74	rep_75	rep_76	rep_77	rep_78	rep_79	rep_80	rep_81	rep_82	rep_83	rep_84	rep_85	rep_86	rep_87	rep_88	rep_89	rep_90	rep_91	rep_92	rep_93	rep_94	rep_95	rep_96	rep_97	rep_98	rep_99	rep_100
EL19_5166	15758.25	14869.620813905001	63.117439375500055	14923.97783877466	14881.338609951034	14867.40704993907	14863.660596251808	14895.970824608401	14821.935080513504	14909.727303392538	14857.681910390986	14797.937545517732	14841.629209446628	14800.0311009506	14813.791234938737	14865.930838938622	14863.80553299013	14928.625858321011	14874.239676431785	14893.920428176038	14812.473211226754	14850.096919675356	14876.352859499308	14807.844251633536	14836.305416858879	14984.124794830728	14808.104937860657	14930.494945118546	14871.201255118067	14772.011996415833	14866.552420458089	14895.011681427422	14770.214765427174	14893.886718517977	14999.049013298187	14856.165071166244	14903.141475162269	14856.722907845777	14795.213371212543	14811.08549606075	15021.152415507107	14871.053101823336	14886.636540043335	14822.985176950642	14789.191281408015	14842.22580737874	14905.932982614655	15062.724957417106	14989.407078524484	14851.109313328456	14809.543059541264	14863.676044520003	14817.204081399625	14884.78939946782	14809.594487715904	14925.340730474174	14972.409811484264	14817.347052217763	14923.168965455417	14876.05230923395	14945.59697499462	14889.673520939343	14953.66453653997	14927.151462409594	14901.62754698935	14822.528511446906	15001.863742871206	14838.74154028979	14823.25772829194	14957.389926930291	14782.084654766584	14796.502924797514	14861.953957346688	14887.611193128081	14855.114822381121	14767.996942473834	14892.996566984622	14844.385393661658	14961.660849980384	14802.915088255126	14883.904582394132	14856.015514230861	14820.3995778106	14787.869443091748	14788.759906915719	14985.244741889219	14754.745132507707	14917.389840717946	14884.701318125231	14851.227273668048	14783.91218365219	14832.660966307676	14847.695147700495	14907.998165091316	14985.048547239585	14877.277839893668	14785.715174314584	14813.198998002332	14954.307007512005	14884.629326102811	14872.85832530603	14829.459007786654	14903.136739907539
EL19_6459	15053.58	13628.613817708834	77.71535202320297	13596.718589383927	13510.325366172603	13523.578812784152	13666.899371409854	13517.986589203087	13484.950212782862	13570.789363957183	13609.06802324145	13603.50424402051	13649.129761318862	13607.696053443078	13571.481603953951	13690.074544676352	13616.731408704976	13757.45919997031	13570.950553596393	13586.148900966342	13640.635740670801	13568.538668276822	13673.986129700937	13730.15387125828	13784.556560712259	13650.580787992132	13479.866642234723	13693.43365947538	13735.970114471587	13598.772988813525	13716.014481549371	13602.783050410393	13762.88779620368	13523.457771386396	13574.47064384199	13688.322857793893	13618.491470245901	13633.627985320436	13620.604315350949	13639.60681949856	13525.502374630276	13644.94079214429	13648.991928802421	13601.703846430351	13564.68178537925	13610.825259674722	13583.813492412366	13810.372098551297	13633.926584889176	13675.267923164525	13622.721251243069	13657.548009727607	13785.887604280248	13699.502255333511	13533.688185002098	13593.837019640061	13613.960993452263	13627.36225008651	13640.478589214188	13655.506748477625	13688.44545142097	13583.119484658164	13703.214214491922	13567.503099050122	13764.206306433987	13624.772566709313	13632.13761921303	13778.938110237987	13750.114520286666	13574.391064078945	13477.464883299352	13599.358574310863	13685.590995679522	13604.213841765648	13592.752283050166	13672.517150018579	13774.875886409394	13654.014175853303	13780.547665723509	13494.718087745385	13579.394193280577	13675.89288202005	13637.820543928778	13528.753406428134	13572.917189022832	13634.345590741399	13636.913092125531	13722.851457586117	13535.444471188865	13613.070412351359	13636.461886008143	13546.453894680086	13622.352752017694	13717.044423281626	13729.191663707246	13567.072198125712	13618.024054668222	13648.27991435436	13484.535377758259	13623.21434565052	13688.18891745875	13477.205203752039	13562.283972980731
EL19_5715	15064.32	13563.723907022293	67.69638283576873	13512.388722872485	13569.699538829957	13558.040669141368	13432.395268020233	13594.353243263566	13536.407426382073	13543.230314652204	13598.573542672348	13474.932227288225	13551.546713786862	13592.676601252171	13602.612027078083	13569.593929486746	13523.295308889014	13510.970567289112	13553.653209747827	13501.86877280178	13608.304311964275	13561.505986771555	13568.704679413671	13561.157055469821	13524.576364357286	13526.116702161615	13543.183946460958	13457.099461034688	13541.641238024271	13602.072404357083	13640.09945437432	13587.99654679217	13527.522627877448	13495.243402417676	13455.164471684284	13679.997657778193	13708.29466852529	13607.097144380505	13505.90345923605	13660.711021703673	13609.85449510076	13555.921959254976	13677.9523934858	13551.53584985545	13636.526072211333	13579.045452220418	13583.725659390982	13530.474423362617	13583.408825894527	13631.598774460983	13508.79021513486	13419.441812027475	13586.02763603612	13525.968896709624	13459.974651039856	13441.074989485829	13569.157803247786	13680.661258955288	13746.723652890727	13748.548751894265	13489.654333688546	13508.850993816297	13530.731156478176	13526.723462362439	13613.906416882832	13722.16041713785	13639.586944088498	13646.277557430689	13574.81364386161	13452.003809578402	13640.105450650128	13496.66402531603	13494.228608639438	13518.59552003	13622.448769980283	13562.652482010575	13607.078998769415	13492.29403782957	13531.823676710725	13561.404809844762	13514.256204611049	13563.62120764265	13540.982069802758	13580.869999606903	13592.735875704428	13646.28186231215	13597.043272340326	13583.936680231776	13608.319605330553	13563.573354710355	13605.816163001962	13656.398876896224	13602.367663421865	13553.91529359477	13575.88137081315	13532.093504788387	13477.83613740194	13544.77638424472	13590.874622938574	13549.474677576569	13398.09658095223	13520.269117745904	13525.920800555159
EL19_6527	13713.625	14779.908195365115	72.64984320126092	14649.516177792428	14759.845988811692	14762.039360965613	14814.801610207993	14701.126878640402	14758.417480883827	14785.702369742221	14760.096478628553	14856.08956002825	14804.444532126498	14852.70290249892	14784.317858285072	14608.304711223942	14841.062368314011	14785.328421320175	14856.338566113558	14822.500405933917	14866.46602845971	14865.078382138901	14865.109798280437	14786.358310961868	14748.46848168614	14735.479980398482	14890.772634573437	14841.302449335713	14716.973616942189	14818.181902764787	14830.443398993895	14781.725448297462	14850.349046914886	14760.182044265894	14598.418807225382	14786.74672710256	14815.558024466833	14786.907929277422	14832.206471344072	14917.71923072024	14745.460532141014	14837.801731004001	14796.198949376861	14705.343602093468	14714.315675093707	14834.97966510909	14918.032339282585	14697.883319546105	14800.846068622774	14700.033923967318	14709.815216775427	14874.69258859491	14772.164366669333	14811.58268957651	14772.16732874225	14794.88257834866	14752.209472301513	14908.175642577306	14765.108629736915	14888.682596582616	14822.22128191206	14810.228880679722	14657.280864788245	14729.222063764526	14851.418275350483	14763.674828961555	14698.37673822648	14743.203353248291	14648.572607564529	14807.792280060163	14780.758993149253	14839.060411962395	14719.652786741168	14628.192532977295	14694.452649928815	14832.857193756707	14837.007842928639	14627.554128685622	14708.915910244981	14767.485145004419	14863.639540925797	14722.71568358428	14804.766421443304	14702.479538813168	14732.462810988514	14760.56582749225	14728.105498382365	14658.109283878792	14738.17955280537	14793.055619076124	14822.489735641257	14871.213729061186	14720.939725065378	14626.151211429209	14837.103411088712	14762.756114877746	14806.07867488458	14883.466257791693	14721.342548525636	14871.485012691068	14878.921025119751	14795.756122141669	14823.646119058854
EL19_5847	17317.575	12198.837819071105	85.57863370891774	12112.568668063968	12182.659625233338	12279.452060357113	11999.162646455356	12240.360141448562	12216.412194371222	12112.402368930763	12041.932853612518	12165.234972173217	12206.460284903947	11999.472031001154	12253.783437800139	12308.93339694026	12213.27602887568	12161.046191943371	12150.69139108233	12150.009973319962	12168.735011941266	12269.362058732619	12293.091090793345	12332.284631235123	12145.915607338438	12197.945012575212	12165.949944089973	12293.08244144783	12214.442175091637	12321.71863328835	12254.977058497177	12233.175646047235	12196.087325937138	12152.098500052687	12246.845667131545	12291.721191460294	12191.454953241486	12028.319464172302	12272.40419480318	12118.98561014886	12350.933808910802	12152.72996448892	12260.413727859888	12112.58618730676	12180.836876506943	12114.024671240104	12118.951715214733	12414.058076905374	12166.016913701036	12229.141783405159	12203.571584914722	12233.068002842267	12160.179480004992	12261.608757100477	12087.824881836901	11942.529324680778	12105.95363836412	12235.77660235138	12206.560448733551	12193.988959504257	12252.977119410636	12228.066661437813	12041.785730144917	12247.658413756655	12265.646940093087	12265.953962146865	12329.194767912884	12395.193536846244	12208.378093144996	12187.833390042932	12343.956917348607	12195.898305190665	12268.612814879525	12104.356172573935	12282.914693515824	12260.541731549663	12279.900250591441	12209.976668800226	12267.505307935464	12134.035074361436	12212.234353668591	12104.970145177289	12119.983723433206	12131.344836578148	12284.613410457194	12241.296764878769	12280.87329315615	12252.404271369436	12142.749493342542	12217.748894744807	12101.344770844997	12189.62615795235	12105.565296813777	12248.191036222914	12266.525319929173	12134.579083064978	12162.85981833301	12239.904013091786	12091.54526991755	12070.114308844068	12241.322459189925	12177.093381058992	12183.2953629452
EL19_6786	16503.315	14193.716806645645	82.15235794758952	14166.91018594668	14207.762591582838	14237.16183597046	14119.817320118502	14167.275474535265	14131.389098566833	14202.774509094686	14185.402580195148	14161.619319626274	14050.51244061216	14037.97153907856	14155.01888337889	14175.905873659756	14129.167336943963	14139.426598649223	14145.80966089653	14093.906435970737	14172.040194644562	14244.68308821476	14142.23331546624	14241.16328132703	14258.385274161144	14371.484052743506	14263.288367326839	14174.408212520666	14231.647772785193	14165.35914791275	14307.999185288203	14179.823119787387	14012.024795798932	14135.533493649022	14215.37506866862	14005.273867695329	14264.01619671389	14247.005292227721	14201.280113031953	13984.687812254744	14201.517130547158	14086.247740040457	14206.735707462978	14116.423300081115	14089.360731423878	14237.305020365315	14372.339229622425	14286.675277821549	14273.895633051203	14323.384247136883	14088.85074229108	14218.455808033983	14214.244156979179	14238.381728851004	14128.59617428366	14222.826724879935	14097.758164452445	14309.941154515931	14048.326343352275	14237.374338610944	14238.823922090533	14279.87899783026	14263.306932781232	14270.229848144414	14247.163256525084	14266.314546913929	14196.842000205334	14143.954795485897	14215.284317125124	14119.141416709328	14134.254754693144	14274.630275801037	14217.104565415704	14037.517637998308	14285.012192431212	14214.667232480204	14239.032078371045	14097.348431554989	14212.844320627624	14153.141912317225	14178.19313724529	14220.047391454136	14194.192707630955	14124.615582802597	14256.031765204212	14311.366204986849	14211.469636361973	14333.705476412268	14162.950314542368	14037.539976374785	14099.664394462967	14242.888651000585	14178.869021504674	14214.976998200596	14306.315091032478	14152.9714734563	14211.9199318947	14144.312213891815	14359.908018729215	14286.615920594104	14301.317113688325	14225.628210077051	14185.505306666142
EL19_5460	11399.625	13242.130651594645	52.62155776047467	13096.38829805595	13214.666285998823	13204.520661351353	13198.462611577723	13199.795812448992	13336.331053629508	13263.673132076538	13263.756088131411	13238.034366896423	13278.770430850196	13249.397544958403	13259.051515799716	13255.500441697042	13251.624016778518	13377.970753426058	13247.307645181374	13153.15839316449	13206.68095429545	13190.72997530596	13308.423293134374	13267.491795150061	13137.520551691186	13245.940204657503	13221.634085339723	13203.78019829804	13290.777680790015	13156.468767737731	13261.844922883174	13318.668067982073	13217.436367527542	13281.068272534627	13251.752889557263	13295.526535537938	13177.0272757053	13239.254698053646	13260.02256190024	13264.720519462771	13260.696639536278	13243.558990909047	13270.03163874635	13258.129475128768	13218.289753836714	13242.635488170152	13294.909118901223	13193.460212962334	13248.546251368683	13259.294740189027	13152.634965878133	13172.505323708308	13262.264699514886	13232.58106897823	13305.580242932145	13205.798935951285	13137.979450383677	13283.30627429744	13268.263151951553	13252.480825985915	13247.731958101347	13212.23382028028	13225.867664978097	13161.918342389228	13193.07354964044	13239.81191206194	13247.566382346757	13297.187167785072	13124.972691628405	13198.938059185917	13107.402215890903	13257.091792917034	13215.342014426566	13291.587108761745	13250.067039433416	13269.51496621177	13233.830314070809	13343.745684763524	13288.576797260188	13208.887529178186	13314.813286701934	13239.935359799243	13263.265040437644	13208.251426081495	13159.927287448387	13274.319154284043	13255.16424432617	13254.024162373882	13327.4630552909	13268.116939827905	13294.660006862849	13261.620126032083	13256.030614296316	13168.726159930706	13269.15668368264	13285.6535545243	13268.797614070849	13185.448044266033	13247.867413840182	13323.669051650199	13339.11022499585	13277.174066109146	13206.398712423272
EL19_6652	10903.8	14415.8196518035	95.22323136015622	14452.315696528527	14286.149400771528	14531.012839534857	14320.007940430132	14452.267455417925	14422.776991633187	14339.058169704704	14364.27106489679	14282.746218061999	14194.227897693094	14552.214219438012	14367.973596339183	14495.463101132338	14515.740648867773	14459.833667325753	14498.079696817986	14333.34385025685	14526.888283329265	14329.992868236273	14300.12409340332	14395.859214133563	14425.801183467533	14542.955885766392	14454.857690370942	14536.682244744288	14208.442386852592	14481.523129047295	14361.104943176866	14424.88632849861	14534.207476220343	14338.516225771227	14441.99322280906	14496.23946342487	14488.130608197365	14432.08101651797	14512.582403653973	14468.72382947728	14395.991171143167	14236.107522546676	14379.0375242257	14385.611358266991	14360.739982962847	14415.12854584495	14468.843974530728	14469.405971931403	14325.024263625488	14442.959728092388	14317.308081724086	14437.307563697243	14474.769012537536	14424.291357783122	14271.492214453923	14447.607071551158	14362.49526373419	14299.087595706325	14475.552285920956	14509.394408155153	14421.590213301026	14344.237545586217	14546.013438896332	14436.051224896479	14457.981393114844	14379.351493526587	14382.755851421014	14270.716599678162	14603.6606545468	14394.789442025887	14632.70531549799	14364.113846961785	14374.978609943928	14508.240607818456	14376.95413027511	14367.810132641218	14385.956848670725	14465.517004158635	14287.726695187945	14254.952049797887	14429.63761187058	14390.13569172716	14435.345977402741	14591.857749327322	14296.568878319727	14486.604703526562	14328.183554879355	14478.477089804486	14370.12203129721	14554.117488435295	14160.50625399313	14326.937081210028	14495.94228769122	14368.322644702514	14511.5094861657	14524.319613395372	14402.040942532336	14382.733260618863	14541.975969141062	14520.622538323265	14522.284530177529	14256.15331034899	14484.23353712895
EL19_5486	13325.7	12614.408001634349	104.85954365391086	12455.793985532517	12413.675223771816	12639.652721200142	12490.713316886186	12624.756365028765	12650.892586301488	12500.41913977709	12497.912992403073	12671.693776508402	12629.129656910349	12516.4770399655	12726.930925915312	12609.358760504732	12514.695357574172	12800.26615293368	12637.462646290716	12661.085368984486	12560.944005757521	12570.674240299866	12533.914865697725	12436.895422655796	12456.410069314159	12523.976093837473	12666.814898819073	12503.33678043974	12758.066161579056	12489.72172699119	12639.875096370812	12557.407110980754	12538.789918458957	12514.545554934895	12691.740424360858	12590.528868107505	12609.040457421755	12656.29295224718	12603.364530154924	12601.490531646386	12556.239004486344	12600.875253745964	12766.311392776955	12654.495137462267	12547.828782801413	12632.280668995047	12560.691032714129	12714.854908841555	12732.82139071992	12870.998988551426	12567.592557599777	12684.509322790416	12578.960234298977	12749.02190503128	12607.5952547824	12479.670813987144	12732.624421935496	12446.172081359051	12667.24514225596	12535.221703730558	12621.803587335276	12693.0958699612	12659.118346608197	12419.29450296334	12757.469882995088	12687.9223121716	12638.655785473771	12629.642303789924	12523.303542709857	12550.906715027255	12747.735977238903	12651.83809233651	12586.917331126677	12425.453640257336	12602.160860670328	12672.769536414677	12723.870009137572	12585.683174724736	12529.07648023864	12760.006683574666	12559.341663291078	12725.532205351888	12690.441220375045	12468.97259477561	12623.85581117711	12571.814352677113	12636.749593587694	12579.362028595027	12362.27385954348	12763.419950772883	12734.91179953708	12874.122974476433	12471.504269546534	12862.355758804433	12749.308582934284	12705.312603466782	12605.61897159833	12591.051557905144	12646.325612818013	12567.514253399464	12643.585692073635	12735.887769840981	12574.056676701231
EL19_6756	11478.06	13642.774600400258	67.63591554362105	13649.342422677086	13707.875567411886	13575.786529270068	13688.987973126921	13645.718084349095	13614.31795097461	13613.443880464103	13732.70537239448	13764.36183759168	13661.510380519534	13642.673022004557	13659.151161679736	13548.526733669216	13723.396047980636	13603.44909613947	13729.014229769045	13682.607435442036	13690.94559949844	13683.117824512043	13621.099241766084	13705.132114669801	13586.36283870938	13681.397854491459	13577.504531572093	13730.544794615342	13539.001086991797	13590.397676454908	13620.24198114917	13655.720021871306	13590.144619234436	13562.40952482941	13570.871566298545	13591.925047196963	13598.68082799231	13599.642521023909	13592.699188318482	13528.635130115841	13706.005815672963	13688.877831162183	13503.389823792335	13601.142873310857	13595.79551635414	13720.728216609567	13576.112127324637	13673.637222493608	13588.112930771254	13653.383199527158	13603.685636874208	13640.303026533666	13606.551140366444	13680.174155156974	13571.698909109813	13619.583483804192	13699.630686326489	13672.70540049546	13647.857219120988	13694.739496969512	13629.341159771424	13730.794174272649	13615.999976347508	13652.260931870913	13662.06465680938	13584.198368258283	13810.69721165523	13746.331833649796	13683.896017379453	13695.738862406946	13687.056157189656	13639.326103936257	13674.348481050867	13572.3397295451	13667.762637599877	13755.822812224038	13717.759034668175	13667.542088964046	13494.465284639107	13651.870445356357	13687.76323141209	13644.77553548763	13550.707270216946	13687.604354545982	13750.144439279477	13601.081071005161	13618.518491229863	13559.3895029155	13526.295978244132	13668.304260974204	13619.534927638693	13538.262437424693	13796.993070535542	13628.15802007242	13703.50464509403	13652.594290321551	13648.031342381151	13484.435625843582	13607.256894453913	13727.892101535377	13782.563116654183	13576.664189507232	13573.912847105124
